id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
5250,2025-07-28,2378,48,13,2,442.18,103.97,63657.0
5255,2025-07-09,2244,6,11,9,16215.0,18.89,22699.79
5256,2025-12-07,1138,52,4,8,985.01,228.12,43884.51
5259,2026-09-01,627,69,2,11,48561.0,90.54,81817.05
5264,2025-05-24,1773,49,12,9,121.2,24.38,12316.55
5267,2025-03-01,1502,31,10,9,222.15,42.23,41355.33
5269,2025-03-11,990,50,2,11,1.36427,292.3,153652.85
5270,2025-05-28,1259,43,4,11,94077.0,169.31,81305.06
5272,2025-10-28,183,65,9,4,1345.08,231.44,266801.6
5274,2025-11-06,2477,22,3,12,1097.36,269.54,47824.57
5278,2026-09-02,1380,65,3,4,378.15,57.42,70980.5
5287,2025-01-12,377,74,11,10,88270.0,121.67,65495.31
5288,2025-11-08,730,54,2,11,1.9087,398.65,214248.64
5290,2025-11-14,2236,49,2,10,1.86785,458.66,223043.22
5294,2025-02-03,2847,13,15,6,392.8,30.95,73087.12
5298,2025-06-13,2845,64,14,7,1180.94,78.23,196979.36
5302,2025-04-01,3521,5,1,7,427.96,38.32,51551.06
5309,2025-04-23,1166,60,1,6,312.17,29.44,24895.74
5314,2025-06-26,2450,49,11,3,706.82,90.61,52421.46
5316,2025-03-20,1142,56,5,8,0.0,73.2,188719.2
5318,2025-12-16,2556,15,1,5,828.48,197.54,96613.09
5328,2025-10-21,1361,80,7,7,1375.51,284.33,83623.39
5338,2025-05-22,2651,79,8,8,81983.0,123.01,34516.38
5340,2025-08-14,2780,14,7,1,1166.18,228.29,176765.63
5349,2025-07-11,495,18,5,8,-1126.78,111.34,211600.6
5351,2025-04-22,726,24,14,10,1546.93,115.46,269453.1
5352,2026-01-09,1760,63,1,5,351.54,36.82,57204.73
5353,2026-10-01,2807,72,7,5,39231.0,52.34,58124.73
5360,2025-05-15,1005,12,6,8,711.51,123.79,58643.51
5362,2026-01-10,2510,23,14,11,821.6,115.57,147858.89
5367,2025-07-03,965,80,8,12,868.0,94.76,39320.47
5370,2025-11-23,3692,53,10,1,479.96,117.18,49300.86
5372,2025-03-10,1373,54,5,10,1113.45,247.69,109529.65
5373,2025-01-27,1498,67,10,6,480.47,65.62,35733.94
5374,2025-06-20,457,7,1,12,131.93,6.93,21974.43
5389,2025-04-07,2761,37,1,10,1307.86,325.51,141702.2
5396,2025-02-13,181,78,11,10,1864.62,392.74,147321.28
5397,2025-10-27,2570,3,12,9,1979.29,441.77,41099.63
5407,2025-04-30,497,35,15,11,33323.0,49.75,60968.44
5415,2025-11-01,715,12,4,6,241.6,26.66,33886.0
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5426,2026-01-17,1656,2,10,2,0.0,211.67,295283.22
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5430,2025-11-03,234,51,2,8,1694.07,391.05,231212.35
5433,2025-03-26,221,18,12,4,1003.33,191.05,78068.88
5436,2025-06-11,910,66,12,12,37888.0,81.61,67722.39
5437,2025-06-23,1029,2,3,6,322.55,17.26,24248.71
5444,2025-05-08,372,76,11,12,1577.17,191.22,66050.76
5451,2025-05-03,2728,69,11,6,1846.31,270.53,100057.03
5454,2025-02-16,2814,63,8,7,297.21,25.49,41281.42
5476,2025-11-01,1939,11,4,1,1473.77,283.65,203442.36
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5495,2025-10-07,2303,10,1,11,104.69,18.34,3544.93
5513,2025-12-18,1793,22,7,2,1744.42,181.3,159296.71
5531,2025-04-10,2478,76,2,9,811.36,158.17,59904.64
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5543,2026-01-27,1432,11,9,1,1.48922,162.69,276727.63
5547,2025-02-28,944,53,8,8,1.51927,202.58,176289.26
5549,2025-10-31,2090,67,14,4,956.12,143.35,146635.88
5567,2025-10-29,2474,13,8,2,755.4,104.55,59475.28
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5591,2025-03-04,1658,22,5,10,1.21923,135.42,79781.76
5604,2025-05-07,648,42,6,1,1.3241,275.52,107396.46
5610,2025-05-26,2142,57,3,4,1266.33,142.84,169664.95
5618,2025-05-13,611,15,13,5,839.44,101.08,31686.15
5623,2025-03-18,1698,58,5,10,1009.04,127.43,57725.55
5625,2025-01-25,1796,13,4,5,844.1,71.9,67457.0
5642,2026-02-13,1291,78,9,5,291.37,42.46,52289.5
5644,2026-01-31,988,41,6,10,1252.74,302.5,25250.04
5648,2025-09-09,1664,119,4,2,1456.16,275.35,38263.91
5651,2025-10-13,934,7,4,4,81217.0,185.24,120502.31
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5672,2025-01-14,466,44,11,11,54.47,6.4,7118.19
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5688,2026-06-02,323,17,8,6,1460.24,264.26,125798.48
5706,2025-12-07,1319,35,12,12,1384.98,149.36,227220.95
5711,2025-12-04,813,39,10,3,1218.6,235.95,227076.63
5714,2025-01-28,1849,40,4,7,214.69,24.71,23856.32
5715,2026-03-01,1802,115,9,8,1700.45,223.96,280936.41
5721,2025-04-14,2107,3,5,3,1484.07,2385.25,278255.82
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5733,2025-01-18,225,49,15,3,86818.0,163.78,48020.05
5739,2025-07-15,2821,70,15,4,1075.57,207.53,31890.67
5743,2025-12-27,380,10,11,6,1526.87,221.85,235385.17
5744,2025-12-31,2484,49,4,1,1327.74,185.78,79275.06
5751,2025-11-22,2581,18,11,2,710.78,74.89,130931.48
5757,2025-02-25,2285,33,8,9,1783.83,354.77,221423.14
5758,2025-07-10,2661,8,13,8,844.21,145.7,105864.39
5767,2026-12-02,1250,80,15,11,1.21566,63.59,110494.96
5769,2025-05-18,2704,32,5,9,1694.3,113.69,154737.14
5771,2025-10-29,1041,54,15,9,1395.76,151.31,113746.22
5784,2025-08-27,2794,34,3,2,-934.33,165.06,149727.76
5785,2025-07-04,2359,20,15,5,1534.76,339.16,282600.84
5788,2025-12-10,621,45,11,8,339.95,28.68,37815.45
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5795,2025-02-23,1108,66,5,1,990.82,208.93,133852.3
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5808,2025-08-13,1314,59,4,2,430.4,41.3,31360.99
5810,2025-11-19,719,23,8,12,1993.65,126.87,318555.97
5813,2025-11-09,2906,8,4,5,798.44,91.05,35271.84
5820,2025-03-13,502,9,2,4,17342.0,19.22,19893.79
5828,2025-01-21,69,68,2,5,1.3792,331.05,127877.89
5830,2026-01-30,2269,34,14,5,1668.47,133.72,96643.29
5831,2025-07-19,2050,17,13,5,1306.75,296.39,34961.38
5835,2026-01-30,2733,54,8,10,469.6,40.26,59183.88
5841,2025-06-16,758,65,5,11,1326.86,297.08,240402.64
5844,2025-01-14,1109,36,3,2,942.44,211.55,188139.71
5846,2025-03-30,1377,47,15,2,750.25,113.42,66297.97
5849,2025-05-23,2449,59,12,8,1152.8,122.65,160433.13
5858,2025-10-11,2667,21,6,1,990.57,173.92,168800.99
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5869,2025-12-23,2571,62,7,4,1802.92,247.11,306307.04
5873,2025-01-24,418,37,6,5,981.96,186.42,47259.92
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5876,2025-06-25,854,71,15,12,323.07,57.43,63110.51
5877,2025-04-18,788,31,7,6,1.16253,112.93,141769.21
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5881,2026-02-10,2960,56,1,11,1057.5,148.54,28894.92
5883,2025-01-27,286,70,11,3,1.11544,277.41,118863.68
5890,2025-09-17,2548,77,10,7,65905.0,34.24,78254.66
5893,2025-06-05,29,6,1,6,1201.32,266.88,109386.77
5894,2025-08-14,603,42,14,2,669.94,90.52,41560.55
5900,2025-12-23,1993,8,15,5,330.81,39.03,38370.72
5904,2025-02-12,1862,48,10,8,752.16,104.11,45081.1
5908,2025-06-01,2714,26,4,4,1278.24,313.44,237492.97
5911,2025-09-24,1754,17,12,4,63058.0,128.2,53811.92
5913,2025-01-08,2217,27,3,3,995.99,119.43,176264.63
5914,2025-05-22,1974,41,5,4,1881.15,281.33,260037.61
5919,2025-07-11,446,24,11,5,899.06,96.44,156591.97
5923,2025-03-14,2418,50,9,12,928.17,213.79,101773.19
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5952,2025-05-18,2888,10,4,2,758.5,44.67,29533.4
5955,2025-08-15,1895,26,3,10,899.8,207.79,154450.57
5956,2025-07-06,2223,71,12,7,1896.14,361.09,308842.3
5958,2025-01-03,2367,37,10,11,313.16,73.39,13787.87
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5964,2026-02-14,3509,72,12,4,682.78,125.98,95938.99
5968,2025-03-18,1628,35,11,5,1534.32,311.76,258383.32
5971,2026-02-10,2426,11,4,8,33463.0,41.43,65595.63
5974,2025-09-11,270,31,5,4,1946.21,259.51,337091.89
5988,2026-01-24,2051,9,15,12,1822.08,434.01,126658.05
6003,2025-07-16,2656,78,3,10,72571.0,109.01,137012.3
6006,2025-05-24,1519,9,3,2,1.74568,129.71,254765.02
6014,2025-09-08,589,31,6,2,1408.31,164.94,241828.44
6016,2025-11-09,2436,47,10,5,1.29867,228.94,181609.06
6018,2025-01-08,56,9,5,2,1108.46,219.34,87707.12
6022,2025-07-10,1384,23,8,9,965.94,228.4,67816.84
6026,2025-11-06,654,1,5,3,1971.64,477.01,166339.39
6045,2025-12-08,1375,80,14,1,61874.0,95.99,47214.2
6048,2025-01-02,714,55,6,8,344.07,36.88,17051.31
6051,2025-12-19,2391,39,10,11,41792.0,78.08,49715.26
6053,2026-08-01,1672,37,14,4,1.60041,90.37,298231.05
6054,2025-11-02,1984,14,6,4,845.12,150.0,146028.9
6056,2025-05-11,1273,25,3,4,1419.04,335.73,225848.17
6063,2026-03-01,1989,80,15,8,1098.28,98.73,23352.48
6064,2025-01-18,1089,51,7,4,948.18,160.17,118222.6
6074,2025-10-12,1785,28,9,2,1.02699,248.69,139968.49
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6093,2025-04-24,413,48,8,10,1524.94,102.8,244983.25
6101,2025-09-28,1845,49,6,3,64.38,5.76,9707.94
6114,2025-02-03,205,52,4,5,1940.23,160.77,369459.7
6117,2025-09-14,126,35,3,10,1441.28,159.11,126549.14
6119,2025-07-21,1958,45,4,9,1973.94,492.27,390696.93
6127,2025-08-30,1399,29,14,2,1.6826,119.71,252012.87
6129,2025-05-15,2306,30,12,4,22969.0,29.08,24660.93
6132,2025-04-23,493,60,9,7,351.72,47.55,30918.26
6134,2025-08-19,1788,72,6,11,1172.02,82.7,195483.24
6135,2025-03-10,2039,72,14,7,1387.28,111.54,42461.42
6137,2025-04-07,848,38,2,11,1137.21,157.61,26306.88
6138,2025-01-16,1804,28,1,5,1586.02,110.71,117977.79
6143,2026-01-21,1201,68,11,4,974.21,241.24,40396.47
6145,2025-12-12,2449,33,1,9,0.0,118.36,68149.88
6148,2025-11-18,1259,52,12,11,1.5953,235.07,115436.27
6151,2025-07-03,2847,36,9,3,917.54,77.64,44879.79
6154,2025-01-03,1282,69,15,10,1128.69,246.71,195011.21
6155,2025-01-21,2085,21,8,6,1433.32,341.34,212534.04
6157,2025-02-28,1206,6,15,8,1613.49,389.25,59000.16
6166,2025-02-06,485,7,10,1,1169.3,190.88,74286.68
6170,2025-12-21,291,30,5,6,483.41,74.36,53193.78
6187,2025-08-30,2777,35,4,3,1.69083,367.56,196380.7
6188,2025-02-25,2124,21,1,7,70.01,13.1,12238.04
6191,2026-06-02,2357,43,13,10,289.63,44.5,17482.83
6193,2025-09-30,1410,28,15,3,697.15,52.01,94625.61
6202,2025-08-23,402,24,11,7,1008.74,84.18,135516.19
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6205,2025-03-14,1460,75,9,5,45842.0,60.01,21958.15
6225,2025-02-07,671,72,12,11,1316.06,319.86,216199.74
6228,2025-03-08,985,27,15,7,1437.59,207.03,224293.55
6230,2025-03-14,1061,9,4,12,1.21263,228.02,84877.67
6234,2025-06-30,486,68,9,3,1.47887,147.71,292551.19
6237,2025-11-26,162,33,1,1,919.13,146.06,178240.39
6239,2026-09-01,546,54,9,6,486.89,36.22,79928.78
6246,2025-07-09,2090,8,7,5,528.22,39.1,79938.92
6257,2025-01-13,2392,36,13,7,15941.0,28.99,27291.55
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6269,2025-05-04,64,73,7,3,1.50672,303.15,255232.06
6280,2025-12-29,1880,73,14,7,1268.1,212.41,158199.3
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6302,2026-01-29,879,71,3,9,1059.58,141.31,37308.58
6306,2025-05-03,1420,21,11,3,70277.0,136.93,88235.77
6319,2026-01-27,808,35,13,6,1.67474,170.02,192727.15
6326,2025-09-25,1421,50,5,3,570.32,138.37,57740.06
6327,2025-03-27,317,59,13,4,859.38,165.19,85421.43
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6337,2025-11-16,450,58,9,1,396.94,90.5,16801.82
6338,2025-11-28,1956,53,5,2,73228.0,105.0,106362.02
6340,2025-08-21,687,74,4,3,840.97,190.38,134045.58
6342,2025-07-18,1114,38,1,4,235.19,26.85,13479.1
6354,2025-10-24,1013,15,12,7,79952.0,59.87,26445.44
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6357,2025-10-11,1383,33,5,1,14727.0,24.05,15136.58
6359,2025-11-05,448,76,14,3,493.34,119.16,34279.33
6363,2025-01-02,437,76,2,5,1.48749,213.1,139817.87
6373,2026-01-26,249,61,14,4,1.04038,81.61,79524.66
6385,2025-08-04,468,32,2,9,1737.71,396.33,297846.88
6390,2025-08-25,1709,4,15,11,158.7,27.23,26954.72
6395,2025-06-27,846,38,1,12,331.42,75.29,61610.71
6397,2025-04-27,1634,47,13,1,46204.0,60.78,17647.16
6404,2025-07-17,2405,25,7,4,1288.14,231.69,167473.83
6406,2025-01-12,1494,77,8,8,1.17658,64.03,220725.36
6408,2026-02-15,166,59,5,6,80727.0,174.18,144277.32
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6416,2025-08-29,502,50,15,1,1570.31,261.8,303466.24
6417,2025-12-16,1011,54,6,12,12434.0,27.13,3616.15
6418,2025-03-11,390,43,2,12,321.61,22.56,54344.74
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6431,2025-12-26,492,10,15,10,1635.86,235.87,218048.45
6434,2025-06-01,1292,4,5,7,1204.99,284.37,89673.04
6441,2025-01-20,21,74,13,11,1127.08,276.34,169977.5
6442,2025-05-22,1248,3,13,7,747.53,41.99,44299.12
6450,2025-03-30,2736,68,6,2,1810.58,243.16,327590.84
6454,2025-10-25,1521,78,7,6,1740.86,253.92,85226.65
6459,2025-01-18,836,39,5,6,43155.0,96.39,35953.25
6460,2025-08-18,1706,21,7,9,72448.0,74.22,57897.02
6467,2025-08-24,2776,39,15,3,1491.8,205.17,159892.18
6471,2025-12-06,2821,29,14,6,87253.0,97.66,117416.29
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6487,2025-11-24,1886,54,14,9,79.49,15.22,3596.56
6492,2025-09-29,768,27,8,3,909.45,84.3,122532.52
6495,2025-11-14,621,75,2,12,1145.67,150.67,97533.68
6501,2025-01-14,1134,47,3,3,1.61362,132.62,216876.32
6505,2025-10-04,800,71,5,11,1459.17,217.99,290563.06
6514,2026-01-01,2794,1,6,9,781.55,78.38,120599.77
6524,2025-11-02,2512,53,10,5,68597.0,96.48,97852.47
6531,2025-04-07,1458,69,2,6,93182.0,197.35,64828.98
6533,2025-12-19,1671,67,7,3,64946.0,80.26,116764.26
6538,2025-07-24,1891,18,12,8,541.12,42.19,95112.24
6541,2026-02-20,1961,6,1,8,1909.71,441.22,332981.66
6546,2025-03-20,298,47,13,4,780.15,171.0,34699.84
6552,2026-02-02,2421,1,12,2,1899.78,345.03,155367.74
6554,2025-03-09,1286,29,3,3,55192.0,57.69,104678.85
6561,2025-03-02,765,62,7,5,1314.35,116.23,46881.63
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6593,2025-07-11,2580,7,9,11,804.19,137.99,64871.76
6599,2025-06-04,1455,79,15,8,32239.0,58.39,31538.9
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6605,2025-07-21,1889,78,11,5,1867.54,361.93,145548.34
6617,2025-07-02,772,59,3,6,1223.07,103.28,97805.18
6659,2025-01-30,1876,68,1,10,652.78,150.59,105590.03
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6665,2025-04-24,148,52,10,6,926.97,171.5,121041.85
6685,2026-01-20,1670,59,3,12,517.9,58.72,19116.68
6688,2025-12-28,817,62,11,10,1372.71,206.56,180607.22
6691,2025-07-26,1715,69,12,5,549.89,77.31,76697.01
6701,2025-04-20,177,38,8,6,1050.79,159.25,133363.73
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6704,2025-10-02,490,42,10,10,65813.0,69.61,53122.73
6706,2025-12-22,438,8,7,3,1.05804,123.28,199757.88
6710,2025-10-26,1134,47,13,6,19888.0,17.66,4211.84
6720,2026-01-30,1691,42,14,9,1198.24,258.35,79168.57
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6755,2025-11-15,2657,52,2,11,1254.5,113.41,155649.13
6757,2025-05-12,2133,10,7,4,1206.69,144.94,171193.82
6766,2025-11-03,3517,29,11,6,1418.64,215.88,197240.45
6768,2025-05-29,1619,12,14,10,1594.19,137.76,311377.35
6772,2025-11-10,2452,52,15,9,1362.86,87.88,152002.94
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6788,2025-11-19,1698,75,15,3,1848.06,279.33,62961.6
6804,2025-12-20,1691,38,6,10,44200.0,93.14,9036.64
6811,2025-04-30,1920,64,7,4,184.57,19.39,21397.95
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6816,2025-04-20,362,66,8,3,1574.32,109.01,77955.57
6822,2025-02-27,582,56,14,8,1558.87,239.06,297431.27
6830,2025-01-30,2489,54,15,5,1.64329,140.53,205714.64
6843,2025-08-15,394,49,15,6,286.45,43.84,17017.14
6849,2025-06-13,448,35,2,1,545.45,27.83,38924.1
6851,2025-10-20,2542,11,11,12,1160.15,170.1,28955.01
6866,2025-12-06,1768,68,6,3,114.2,27.03,8800.07
6867,2025-05-06,299,14,6,5,1372.72,232.63,255952.01
6875,2026-01-31,210,63,2,1,1419.22,180.76,137771.13
6876,2025-04-22,654,37,10,9,353.02,64.04,40720.01
6877,2025-08-09,1451,20,6,5,79461.0,150.97,133554.9
6888,2025-06-05,2152,65,12,10,227.64,14.43,27553.58
6891,2025-06-03,2637,68,6,6,1070.14,218.53,76210.68
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6905,2025-11-14,555,30,4,11,1090.64,81.61,81619.1
6914,2025-06-13,2726,26,15,12,1005.9,157.68,143935.99
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6923,2026-02-05,2615,73,14,1,1.25729,255.98,118398.26
6926,2025-06-30,756,109,1,2,1.36725,324.04,210783.88
6934,2025-09-12,2259,9,11,1,74575.0,104.22,142121.99
6945,2025-06-10,1055,22,14,5,1041.19,246.49,118200.78
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6949,2025-08-20,696,114,5,8,1359.71,317.61,140003.07
6959,2025-12-11,1002,10,3,3,144.12,20.97,17997.22
6960,2025-08-26,2213,45,8,2,1079.66,232.55,182338.35
6961,2026-01-10,643,49,10,7,1841.36,174.58,43390.92
6962,2025-12-21,2082,39,14,8,1240.6,250.11,172069.57
6964,2025-05-10,1941,46,10,11,1707.93,188.36,282035.96
6973,2025-05-04,2780,75,8,2,1.18742,190.88,141185.0
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6981,2025-04-13,1776,14,8,4,49288.0,103.98,82699.34
6988,2025-07-02,2405,57,9,8,1335.48,158.97,105792.53
6989,2025-10-12,2489,16,3,4,1245.28,279.09,69277.7
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
7004,2025-01-25,50,58,3,12,1783.3,336.12,141132.57
7006,2025-08-20,1844,11,1,5,385.96,82.52,30355.28
7009,2025-03-26,2602,35,5,3,1.19969,197.43,150138.96
7025,2025-10-14,1307,5,5,12,88331.0,108.24,164873.82
7036,2025-09-11,1503,33,12,10,1.36789,163.67,182873.28
7046,2025-02-15,1018,11,5,6,89231.0,127.19,77015.9
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7052,2025-11-24,1593,77,15,9,1056.74,214.9,142183.19
7062,2025-09-28,1948,55,13,2,27126.0,24.97,23575.9
7067,2025-05-09,2278,67,10,7,996.09,75.93,101325.26
7068,2025-09-26,1890,22,1,5,1733.48,196.35,282556.95
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7082,2025-02-02,2182,27,7,11,1782.88,145.32,253368.94
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7101,2026-01-13,2660,22,8,7,1728.65,424.6,237651.27
7104,2025-02-03,2194,46,3,4,1845.57,98.53,105097.0
7119,2025-08-10,494,1,1,6,997.6,140.71,39877.42
7120,2025-05-07,1322,78,15,5,379.28,65.94,60473.77
7122,2025-08-01,1833,29,15,2,1244.4,212.81,153564.35
7126,2025-04-13,2850,70,9,1,1.12754,237.32,42133.4
7128,2025-12-08,2846,56,6,5,1459.15,222.25,234054.28
7129,2025-03-31,2010,79,13,4,451.41,37.33,88944.64
7134,2026-01-25,2116,3,9,1,1557.24,377.57,208206.93
7135,2025-09-23,2142,60,1,2,1718.43,202.92,49897.52
7139,2025-03-04,2784,15,10,2,1023.53,162.13,117250.99
7149,2025-09-25,1099,46,7,2,474.44,117.98,37481.53
7152,2025-12-03,1851,67,11,3,51555.0,40.37,67613.39
7161,2025-06-19,1179,6,6,9,1.54335,268.81,242568.57
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7169,2025-09-29,2680,66,13,12,1.34718,250.8,74436.58
7173,2026-01-19,1112,68,12,3,652.0,83.73,68002.35
7174,2025-11-01,2123,34,4,3,1.1123,143.13,119713.89
7177,2025-02-07,982,23,9,11,1570.56,255.96,116351.92
7178,2026-02-13,1304,35,14,12,109.67,13.77,2462.84
7179,2025-06-06,489,31,3,6,763.47,43.78,114523.59
7191,2025-05-22,2827,32,14,8,11744.0,20.14,19480.85
7202,2026-11-01,2764,45,6,2,970.88,221.08,149718.0
7208,2026-02-18,1413,20,7,7,1895.66,319.75,279247.19
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7222,2025-05-06,94,13,8,3,20098.0,47.58,14863.96
7224,2025-01-22,1814,54,7,4,47370.0,29.69,16989.54
7232,2025-10-17,2642,49,15,12,95332.0,230.48,67041.37
7237,2025-05-05,382,16,1,8,580.25,70.4,91562.42
7245,2025-01-16,289,10,6,2,36895.0,67.95,34432.98
7246,2025-05-24,184,58,5,2,712.6,85.15,74632.08
7255,2025-06-24,2551,39,6,11,65767.0,143.68,119945.43
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7262,2025-06-06,1649,38,2,7,1216.85,80.73,60288.89
7264,2025-01-06,1995,25,8,3,776.95,178.21,96061.25
7266,2025-08-26,1553,5,1,11,989.21,114.44,188764.73
7270,2025-06-21,2505,74,15,7,44999.0,63.27,35835.77
7274,2025-02-11,2072,14,4,2,1141.27,59.81,31561.3
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7295,2025-02-03,2495,43,4,5,1.80682,217.44,66068.8
7301,2026-02-06,1703,29,5,10,1.21205,133.22,165003.99
7313,2026-02-16,2323,28,3,4,208.89,12.83,5596.74
7315,2025-09-06,1241,10,9,3,688.0,133.12,39650.1
7323,2025-11-19,63,75,12,1,1.6148,362.38,243528.81
7324,2026-02-13,2583,70,12,12,1727.25,313.48,163749.33
7325,2025-11-30,135,73,5,5,1.1966,161.18,233171.18
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7344,2025-05-27,1090,56,10,7,1598.71,151.36,313862.61
7345,2025-05-26,2816,32,5,3,1.01,252.04,171939.09
7347,2025-05-21,1618,26,12,9,1354.16,73.29,206233.93
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.4,137558.75
7371,2025-08-30,1819,27,6,12,692.67,109.7,126905.28
7376,2025-06-26,2013,36,6,4,1546.65,321.35,276708.52
7378,2025-05-27,2572,24,1,4,1.48006,292.14,55149.27
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7380,2025-12-07,2364,15,12,4,1238.64,92.06,142834.01
7388,2025-12-03,475,73,9,2,106.13,13.6,5547.73
7392,2025-05-18,663,44,2,6,1373.43,100.69,239094.84
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7426,2025-01-04,148,24,7,4,1.9791,373.73,375572.14
7427,2025-06-25,499,15,1,2,1255.9,143.0,115360.56
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7434,2025-12-26,1178,77,15,8,609.2,143.76,19014.29
7441,2025-05-11,1672,22,5,3,-60094.0,96.88,83881.83
7449,2025-04-08,2444,79,13,10,1390.93,130.72,212370.38
7482,2026-01-13,2881,68,2,5,223.94,52.9,4792.64
7484,2025-08-29,728,46,8,2,60.64,10.57,11905.09
7486,2025-05-14,2103,47,3,3,1749.98,367.05,153467.71
7488,2025-06-27,828,19,6,12,1585.24,96.6,98141.6
7502,2026-02-14,1436,52,8,9,8614.0,6.78,11543.93
7506,2025-09-05,2223,42,14,11,745.47,168.08,33556.7
7510,2026-01-21,1501,31,13,1,1521.79,251.19,91014.58
7513,2026-01-13,2818,58,2,2,1.0375,194.54,68919.99
7520,2026-02-19,1261,35,14,3,1794.42,373.24,261100.86
7521,2025-10-02,1541,68,8,1,1990.33,406.28,367819.29
7525,2025-12-23,800,34,2,6,388.31,83.9,13031.14
7529,2025-04-27,1493,53,12,3,-1757.68,405.09,47497.09
7531,2025-01-31,2053,22,9,12,863.95,45.4,57594.48
7535,2025-02-21,3798,51,6,7,95.36,16.48,15406.46
7537,2026-01-07,1142,73,15,1,673.87,162.82,63212.12
7541,2025-03-05,2937,61,11,3,-915.28,58.29,64910.6
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84,68.54,76807.55
7565,2026-01-27,1111,76,15,6,1.24849,121.44,114843.41
7572,2025-05-09,218,39,7,2,962.44,122.19,51836.52
7573,2025-06-15,243,56,15,3,974.92,133.21,85994.23
7580,2025-02-24,2761,43,8,12,76288.0,111.43,77087.58
7581,2025-08-25,612,40,7,9,54446.0,88.41,107163.09
7588,2025-09-16,1657,41,7,11,1332.19,323.17,253021.08
7593,2025-12-31,1482,56,15,8,1865.87,278.06,108047.0
7604,2025-12-24,1067,60,10,9,701.13,50.28,96868.94
7615,2025-11-08,2879,14,3,4,240.19,23.47,35056.18
7622,2025-06-12,1073,14,13,3,1116.84,208.2,176938.46
7630,2025-05-24,3607,32,13,8,1344.98,144.17,194132.34
7632,2025-02-18,932,4,7,1,524.28,128.11,66024.03
